27, 8, pa1-unknown-j-output1.txt
192.60305135859454,190.12196477763177,209.9823071647703
397.6580478245507,408.1823597682006,202.79073116301254
209.4624975609626,210.62397997899424,209.23689562367258
210.7673376683867,213.24783437302705,334.2025420246455
212.07217777581076,215.87168876705982,459.16818842561815
208.3593387068085,335.59180985295353,206.62451411714028
209.6641788142326,338.2156642469863,331.5901605181132
210.96901892165667,340.83951864101914,456.5558069190861
207.2561798526544,460.5596397269128,204.01213261060775
208.5610199600785,463.18349412094557,328.97777901158065
209.86586006750258,465.8073485149784,453.94342541255355
334.4508187467301,211.6995657320079,207.9092351055599
335.75565885415415,214.32342012604067,332.8748815065328
337.0604989615782,216.94727452007348,457.8405279075057
333.34765989257596,336.66739560596716,205.2968535990276
334.65250000000003,339.29125,330.2625000000005
335.95734010742416,341.91510439403277,455.2281464009734
332.24450103842184,461.6352254799264,202.68447209249507
333.549341145846,464.25907987395925,327.65011849346797
334.85418125327004,466.882934267992,452.6157648944409
459.4391399324975,212.77515148502155,206.58157458744722
460.7439800399216,215.39900587905433,331.5472209884201
462.0488201473457,218.02286027308713,456.512867389393
458.3359810783434,337.74298135898084,203.96919308091492
459.64082118576755,340.3668357530136,328.9348394818878
460.9456612931916,342.9906901470464,453.9004858828607
457.23282222418936,462.7108112329401,201.3568115743824
458.53766233161343,465.3346656269729,326.3224579753553
459.8425024390375,467.95852002100565,451.2881043763282
210.54371652871228,211.03738474695513,449.78835739928445
213.29167890662274,212.75306871790946,574.7463708729365
216.03964128453322,214.4687526888638,699.7043843465884
209.95239544970423,336.024383527626,448.0852792501414
212.7003578276147,337.74006749858034,573.0432927237935
215.44832020552516,339.4557514695347,698.0013061974454
209.36107437069617,461.0113823082969,446.3822011009984
212.10903674860663,462.72706627925123,571.3402145746504
214.8569991265171,464.44275025020556,696.2982280483023
335.51210870109765,211.59106724837477,447.03256467549113
338.26007107900807,213.3067512193291,571.9905781491432
341.0080334569186,215.02243519028343,696.9485916227951
334.92078762208956,336.57806602904566,445.3294865263481
